"Velocity: Magnitude (m/s)","Velocity[i] (m/s)","Velocity[j] (m/s)","Velocity[k] (m/s)","Vorticity: Magnitude (/s)","Vorticity[i] (/s)","Vorticity[j] (/s)","Vorticity[k] (/s)","Total Pressure (Pa)","Static Pressure (Pa)","Q-Criterion (/s^2)","Relative Total Pressure (Pa)","Pressure (Pa)","Mass Flow Rate (kg/s)","Mass Flux (kg/m^2-s)","Normal: Magnitude","Normal[i]","Normal[j]","Normal[k]","Centroid: Magnitude (m)","Centroid[X] (m)","Centroid[Y] (m)","Centroid[Z] (m)","Density (kg/m^3)","Area: Magnitude (m^2)","Area[i] (m^2)","Area[j] (m^2)","Area[k] (m^2)","Absolute Total Pressure (Pa)","Absolute Pressure (Pa)","X (m)","Y (m)","Z (m)"
12.318532573425909,12.318524669822114,0.013954142824228707,5.8627173385652501e-05,45629.513905490894,49.664331927426616,45629.486858863573,1.3047291063066648,101414.84515786779,101325,-25.861865222454071,101414.84515786779,101325,6.0779247787749272e-05,-14.587019469059797,1,1,0,0,5.3774622915409127,5,1.9791666666666665,5.0000000000000002e-05,1.18415,4.1666666666666745e-06,4.1666666666666745e-06,0,0,202739.84515786779,202650,5,1.9791666666666665,5.0000000000000002e-05
12.428960585787015,12.424993103140409,0.31401100385444886,0.0021724223124663595,37927.948586468745,1529.8111747130738,37897.075105150601,25.694787683746405,101416.46319018547,101325,-1614.8181717991829,101416.46319018547,101325,6.1301577049193912e-05,-14.712378491806511,1,1,0,0,5.3622668949335219,5,1.9375,5.0000000000000002e-05,1.18415,4.1666666666666745e-06,4.1666666666666745e-06,0,0,202741.46319018549,202650,5,1.9375,5.0000000000000002e-05
21.476571905195343,21.47657105222638,0.0060516033765347357,0.00012567571998426847,64483.602636927135,45.922654020271843,64483.580018846551,-28.427099358115388,101598.09053258858,101325,-30.884424567222595,101598.09053258858,101325,0.00010693532737671655,-25.431516171141919,1,1,0,0,5.3774622934133216,5,1.9791666666666665,0.00015045801909273181,1.18415,4.2048349243943235e-06,4.2048349243943235e-06,0,0,202923.0905325886,202650,5,1.9791666666666665,0.00015045801909273181
14.744739097828765,14.429680986873208,3.0317696781074681,0.0032092083485495862,13391.679087905579,11965.942103884518,6012.4333617733364,62.796736908612921,101453.72144553915,101325,-1916.1416131779552,101453.72144553915,101325,7.1164826943280791e-05,-17.079558466387446,1,1,0,0,5.3473529928627093,5,1.8958333333333333,5.0000000000000002e-05,1.18415,4.1666666666666525e-06,4.1666666666666525e-06,0,0,202778.72144553915,202650,5,1.8958333333333333,5.0000000000000002e-05
19.585474142244966,19.5853931120275,0.056152037190371894,0.0045795863702314367,60685.486883433667,1370.7991742963939,60669.95132053933,-78.959904611271739,101552.11452135672,101325,-2470.2008112668991,101552.11452135672,101325,9.7518775628256403e-05,-23.192058043111714,1,1,0,0,5.3622668968112368,5,1.9375,0.00015045801909273181,1.18415,4.2048349243943235e-06,4.2048349243943235e-06,0,0,202877.11452135671,202650,5,1.9375,0.00015045801909273181
25.324616493480729,25.324616045019457,0.0047623606229166516,0.00018477177154587038,29352.951700160182,8.5946537408954136,29352.948194059263,-11.487416454504745,101704.71913093583,101325,-16.473141133785248,101704.71913093583,101325,0.0001283949678030096,-29.988166713173413,1,1,0,0,5.3774622972269039,5,1.9791666666666667,0.00025229429109344429,1.18415,4.2815210756650673e-06,4.2815210756650673e-06,0,0,203029.71913093585,202650,5,1.9791666666666667,0.00025229429109344429
17.272160594727833,16.733414066642514,4.2802319077938842,0.00031601027606852636,14537.976744255433,6879.1682799819673,-12807.358855695225,37.023420247672256,101501.63227327802,101325,37.668641768395901,101501.63227327802,101325,8.2532224654593067e-05,-19.807733917102301,1,1,0,0,5.3327229470766415,5,1.8541666666666665,5.0000000000000002e-05,1.18415,4.1666666666666745e-06,4.1666666666666745e-06,0,0,202826.63227327802,202650,5,1.8541666666666665,5.0000000000000002e-05
14.931471097259024,14.831164602442982,1.7278093999177011,0.0077679521100918374,19805.415899090633,11190.177620960985,16341.119841219299,-47.18137561373392,101457.00242800613,101325,-2265.484353736043,101457.00242800613,101325,7.3818113248159985e-05,-17.555531804567416,1,1,0,0,5.3473529947456617,5,1.8958333333333333,0.00015045801909273181,1.18415,4.2048349243943015e-06,4.2048349243943015e-06,0,0,202782.00242800615,202650,5,1.8958333333333333,0.00015045801909273181
24.582268255312066,24.582259357710029,0.019788421906037933,0.0067723525775948718,35748.699850551464,196.48619129302978,35748.038804223608,-93.036730234382205,101682.78376583851,101325,-1569.2962602376938,101682.78376583851,101325,0.00012463069041435015,-29.108975107635256,1,1,0,0,5.3622669006356265,5,1.9374999999999998,0.00025229429109344429,1.18415,4.2815210756650665e-06,4.2815210756650665e-06,0,0,203007.78376583851,202650,5,1.9374999999999998,0.00025229429109344429
27.507998455710279,27.507998118647013,0.0043013750532955612,0.00020504661365960633,17142.761437987308,3.2437925764799278,17142.760011680613,-6.1951173104415931,101773.01721933973,101325,-8.6415960937738419,101773.01721933973,101325,0.00014324011761541168,-32.573615943396362,1,1,0,0,5.3774623031217157,5,1.9791666666666667,0.00035644167514031549,1.18415,4.3974275949075496e-06,4.3974275949075496e-06,0,0,203098.01721933973,202650,5,1.9791666666666667,0.00035644167514031549
17.793856313757988,17.234445334503235,4.4266484490928013,0.000186625417585706,16663.90227610038,8926.7945343316405,-14071.171416954192,10.64725042099575,101512.46356952787,101325,16.255015820264816,101512.46356952787,101325,8.504505567528934e-05,-20.410813362069405,1,1,0,0,5.3183791001112359,5,1.8125,5.0000000000000002e-05,1.18415,4.1666666666666745e-06,4.1666666666666745e-06,0,0,202837.46356952787,202650,5,1.8125,5.0000000000000002e-05
15.320897640563034,14.981931897701786,3.2049368226226149,0.0010431842368976208,12639.20248415758,10435.61886794473,-7130.7282927785154,3.5061516120614105,101463.9777082143,101325,838.27735608816147,101463.9777082143,101325,7.4563017499837189e-05,-17.732686024666585,1,1,0,0,5.3327229489647587,5,1.8541666666666665,0.00015045801909273181,1.18415,4.2048349243943235e-06,4.2048349243943235e-06,0,0,202788.97770821431,202650,5,1.8541666666666665,0.00015045801909273181
17.185382511036156,17.172038786571633,0.67696298776147457,0.013307002211359192,35769.447182727134,6752.2598255169387,35126.182815500091,-107.79526279965398,101499.86187455688,101325,-1841.9152128696442,101499.86187455688,101325,8.7036222415025672e-05,-20.32834146483944,1,1,0,0,5.3473529985807167,5,1.8958333333333333,0.00025229429109344429,1.18415,4.2815210756650436e-06,4.2815210756650436e-06,0,0,202824.86187455687,202650,5,1.8958333333333333,0.00025229429109344429
27.118300366949089,27.118295295876958,0.014932510779867318,0.0072151098790174673,19028.746944372324,28.255717972489183,19028.616367179799,-64.583574211893136,101760.41326632301,101325,-708.73017241060734,101760.41326632301,101325,0.00014120973958093436,-32.111896451566956,1,1,0,0,5.3622669065471431,5,1.9374999999999998,0.00035644167514031549,1.18415,4.3974275949075496e-06,4.3974275949075496e-06,0,0,203085.41326632301,202650,5,1.9374999999999998,0.00035644167514031549
28.939670618109936,28.939670336420217,0.0040311505868765281,0.0002320350283480073,12071.538234772861,1.9614425699832527,12071.537214965165,-4.5578544499725879,101820.8654978471,101325,-6.0534889400005341,101820.8654978471,101325,0.00015604755252678003,-34.268929273260127,1,1,0,0,5.3774623113142468,5,1.9791666666666667,0.00046385420104037573,1.18415,4.5536162300974822e-06,4.5536162300974822e-06,0,0,203145.86549784709,202650,5,1.9791666666666667,0.00046385420104037573
18.127990277641082,17.582281740831075,4.4144535662652515,5.9797056406318571e-05,18860.617437294884,12023.373482770017,-14531.390446595142,8.4792934875743882,101519.57007345406,101325,26.082196608185768,101519.57007345406,101325,8.676206849390542e-05,-20.82289643853737,1,1,0,0,5.3043237737664963,5,1.7708333333333333,5.0000000000000002e-05,1.18415,4.1666666666666525e-06,4.1666666666666525e-06,0,0,202844.57007345406,202650,5,1.7708333333333333,5.0000000000000002e-05
15.270066978004357,15.048916776941669,2.5894106857010333,-0.0012861570579875401,15179.84358352725,13634.047996560399,-6673.8583137783025,1.2866440982903464,101463.05705586445,101325,45.541002377867699,101463.05705586445,101325,7.4944029778684434e-05,-17.823298922841683,1,1,0,0,5.318379102004446,5,1.8125,0.00015045801909273181,1.18415,4.2048349243943235e-06,4.2048349243943235e-06,0,0,202788.05705586445,202650,5,1.8125,0.00015045801909273181
15.404279796763181,15.246933601579245,2.1960978751938525,0.0024348653091965434,12084.766628943979,9867.8477885253451,6976.1631034476659,-17.687640569597605,101465.49456383343,101325,2078.9139087721705,101465.49456383343,101325,7.7266283880205057e-05,-18.046456508030374,1,1,0,0,5.3327229528103359,5,1.8541666666666667,0.00025229429109344429,1.18415,4.2815210756650673e-06,4.2815210756650673e-06,0,0,202790.49456383343,202650,5,1.8541666666666667,0.00025229429109344429
21.565068772020744,21.564185121703453,0.19427482957753414,0.019195558871905334,39418.770149948621,2652.1630313613327,39329.241445946733,-127.43106366528251,101600.34577607039,101325,-580.28653860092163,101600.34577607039,101325,0.00011227339752026347,-25.531607990608535,1,1,0,0,5.3473530045087214,5,1.8958333333333333,0.00035644167514031555,1.18415,4.3974275949075259e-06,4.3974275949075259e-06,0,0,202925.34577607037,202650,5,1.8958333333333333,0.00035644167514031555
28.651636535479344,28.651632274920406,0.013644705612124173,0.0076135381303482699,12692.822640307164,8.7672517278241813,12692.766341593018,-36.773785699420486,101811.04400420815,101325,-449.55279075354338,101811.04400420815,101325,0.00015449329947265369,-33.927606470549307,1,1,0,0,5.3622669147628894,5,1.9374999999999998,0.00046385420104037573,1.18415,4.5536162300974822e-06,4.5536162300974822e-06,0,0,203136.04400420815,202650,5,1.9374999999999998,0.00046385420104037573
30.147540415690024,30.147540171811393,0.0038258098422669787,0.00026050116354371812,9849.3612610560249,1.4430461082054071,9849.3604070541296,-3.8393181118200825,101863.12168788895,101325,-4.4589282758533955,101863.12168788895,101325,0.00016962551292198303,-35.699227616210798,1,1,0,0,5.3774623221053712,5,1.9791666666666667,0.00057551580854683969,1.18415,4.751517728774533e-06,4.751517728774533e-06,0,0,203188.12168788895,202650,5,1.9791666666666667,0.00057551580854683969
