X,Y,Z,Velocity_X,Velocity_Y,Velocity_Z
-3.5000000000000027,-2.0,0.0,0.0,0.0,0.0
-3.5000000000000027,-2.0,1e-09,0.001800290857914891,0.0,0.0
-3.5000000000000027,-2.0,1.0280732238308647e-09,0.001850830826129795,0.0,0.0
-3.5000000000000027,-2.0,1.0569345535579873e-09,0.001902789614184801,0.0,0.0
-3.5000000000000027,-2.0,1.0866061138545958e-09,0.0019562070529268558,0.0,0.0
-3.5000000000000027,-2.0,1.1171106505048218e-09,0.002011124091383187,0.0,0.0
-3.5000000000000027,-2.0,1.1484715478402913e-09,0.0020675828281522405,0.0,0.0
-3.5000000000000027,-2.0,1.1807128466661915e-09,0.002125626543675811,0.0,0.0
-3.5000000000000027,-2.0,1.213859262690629e-09,0.0021852997334172487,0.0,0.0
-3.5000000000000027,-2.0,1.2479362054713115e-09,0.0022466481419710005,0.0,0.0
-3.5000000000000027,-2.0,1.2829697978941476e-09,0.0023097187981297486,0.0,0.0
-3.5000000000000027,-2.0,1.3189868961986692e-09,0.002374560050936001,0.0,0.0
-3.5000000000000027,-2.0,1.356015110565632e-09,0.0024412216067457573,0.0,0.0
-3.5000000000000027,-2.0,1.3940828262825757e-09,0.002509754567332674,0.0,0.0
-3.5000000000000027,-2.0,1.433219225503577e-09,0.0025802114690619497,0.0,0.0
-3.5000000000000027,-2.0,1.4734543096198374e-09,0.0026526463231638896,0.0,0.0
-3.5000000000000027,-2.0,1.5148189222583473e-09,0.0027271146571381903,0.0,0.0
-3.5000000000000027,-2.0,1.5573447729261352e-09,0.0028036735573204624,0.0,0.0
-3.5000000000000027,-2.0,1.6010644613183177e-09,0.0028823817126437962,0.0,0.0
-3.5000000000000027,-2.0,1.6460115023085497e-09,0.002963299459628837,0.0,0.0
-3.5000000000000027,-2.0,1.6922203516410356e-09,0.003046488828636878,0.0,0.0
-3.5000000000000027,-2.0,1.7397264323437989e-09,0.00313201359142143,0.0,0.0
-3.5000000000000027,-2.0,1.7885661618834582e-09,0.003219939310014714,0.0,0.0
-3.5000000000000027,-2.0,1.8387769800823307e-09,0.0033103333869865703,0.0,0.0
-3.5000000000000027,-2.0,1.8903973778192234e-09,0.0034032651171142297,0.0,0.0
-3.5000000000000027,-2.0,1.9434669265360222e-09,0.0034988057405027514,0.0,0.0
-3.5000000000000027,-2.0,1.998026308572551e-09,0.003597028497196599,0.0,0.0
-3.5000000000000027,-2.0,2.0541173483530643e-09,0.0036980086833243984,0.0,0.0
-3.5000000000000027,-2.0,2.111783044448242e-09,0.0038018237088198454,0.0,0.0
-3.5000000000000027,-2.0,2.1710676025372625e-09,0.003908553156763033,0.0,0.0
-3.5000000000000027,-2.0,2.2320164692952302e-09,0.004018278844387675,0.0,0.0
-3.5000000000000027,-2.0,2.294676367231941e-09,0.004131084885801015,0.0,0.0
-3.5000000000000027,-2.0,2.3590953305086387e-09,0.00424705775646441,0.0,0.0
-3.5000000000000027,-2.0,2.4253227417603556e-09,0.004366286359484246,0.0,0.0
-3.5000000000000027,-2.0,2.4934093699518803e-09,0.004488862093763697,0.0,0.0
-3.5000000000000027,-2.0,2.563407409296515e-09,0.0046148789240678095,0.0,0.0
-3.5000000000000027,-2.0,2.635370519267393e-09,0.004744433453055506,0.0,0.0
-3.5000000000000027,-2.0,2.7093538657320487e-09,0.004877624995333775,0.0,0.0
-3.5000000000000027,-2.0,2.785414163241763e-09,0.005014555653590801,0.0,0.0
-3.5000000000000027,-2.0,2.86360971850811e-09,0.005155330396866383,0.0,0.0
-3.5000000000000027,-2.0,2.94400047510004e-09,0.005300057141019697,0.0,0.0
-3.5000000000000027,-2.0,3.0266480593956955e-09,0.005448846831455916,0.0,0.0
-3.5000000000000027,-2.0,3.111615827824363e-09,0.005601813528175475,0.0,0.0
-3.5000000000000027,-2.0,3.198968915434538e-09,0.005759074493210711,0.0,0.0
-3.5000000000000027,-2.0,3.28877428582551e-09,0.005920750280517239,0.0,0.0
-3.5000000000000027,-2.0,3.381100782480682e-09,0.006086964828388854,0.0,0.0
-3.5000000000000027,-2.0,3.476019181541974e-09,0.006257845554466817,0.0,0.0
-3.5000000000000027,-2.0,3.573602246065781e-09,0.006433523453416345,0.0,0.0
-3.5000000000000027,-2.0,3.6739247818020815e-09,0.006614133197345246,0.0,0.0
-3.5000000000000027,-2.0,3.777063694539372e-09,0.006799813239041474,0.0,0.0
